          RX bytes:33426 (33.4 KB)  TX bytes:20004740 (20.0 MB)
          RX bytes:33426 (33.4 KB)  TX bytes:20132562 (20.1 MB)
          RX bytes:33964 (33.9 KB)  TX bytes:20261872 (20.2 MB)
          RX bytes:33964 (33.9 KB)  TX bytes:20391064 (20.3 MB)
          RX bytes:33964 (33.9 KB)  TX bytes:20513952 (20.5 MB)
          RX bytes:33964 (33.9 KB)  TX bytes:20622052 (20.6 MB)
          RX bytes:33964 (33.9 KB)  TX bytes:20696752 (20.6 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:20753840 (20.7 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:20806400 (20.8 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:20853440 (20.8 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:20936440 (20.9 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:20982090 (20.9 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:21067850 (21.0 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:21131490 (21.1 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:21199260 (21.1 MB)
          RX bytes:34500 (34.5 KB)  TX bytes:21258750 (21.2 MB)
          RX bytes:35100 (35.1 KB)  TX bytes:21322390 (21.3 MB)
          RX bytes:35100 (35.1 KB)  TX bytes:21372190 (21.3 MB)
          RX bytes:36304 (36.3 KB)  TX bytes:21423360 (21.4 MB)
          RX bytes:36460 (36.4 KB)  TX bytes:21478700 (21.4 MB)
          RX bytes:36550 (36.5 KB)  TX bytes:21611500 (21.6 MB)
          RX bytes:36960 (36.9 KB)  TX bytes:21670990 (21.6 MB)
          RX bytes:37302 (37.3 KB)  TX bytes:21737390 (21.7 MB)
          RX bytes:37392 (37.3 KB)  TX bytes:21809310 (21.8 MB)
          RX bytes:38076 (38.0 KB)  TX bytes:21882640 (21.8 MB)
          RX bytes:38076 (38.0 KB)  TX bytes:21935200 (21.9 MB)
          RX bytes:38146 (38.1 KB)  TX bytes:21987760 (21.9 MB)
          RX bytes:38682 (38.6 KB)  TX bytes:22048998 (22.0 MB)
          RX bytes:38682 (38.6 KB)  TX bytes:22094648 (22.0 MB)
          RX bytes:38822 (38.8 KB)  TX bytes:22147208 (22.1 MB)
          RX bytes:39164 (39.1 KB)  TX bytes:22235748 (22.2 MB)
          RX bytes:39164 (39.1 KB)  TX bytes:22292458 (22.2 MB)
          RX bytes:39506 (39.5 KB)  TX bytes:22361618 (22.3 MB)
          RX bytes:39506 (39.5 KB)  TX bytes:22430798 (22.4 MB)
          RX bytes:39576 (39.5 KB)  TX bytes:22495808 (22.4 MB)
          RX bytes:39576 (39.5 KB)  TX bytes:22549758 (22.5 MB)
          RX bytes:39918 (39.9 KB)  TX bytes:22598168 (22.5 MB)
          RX bytes:40058 (40.0 KB)  TX bytes:22650748 (22.6 MB)
          RX bytes:40058 (40.0 KB)  TX bytes:22700548 (22.7 MB)
          RX bytes:40058 (40.0 KB)  TX bytes:22750348 (22.7 MB)
