          RX bytes:7075034 (7.0 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7092844 (7.0 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7120754 (7.1 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7141394 (7.1 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7162104 (7.1 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7183176 (7.1 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7205174 (7.2 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7226156 (7.2 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7244126 (7.2 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7263502 (7.2 MB)  TX bytes:4204 (4.2 KB)
          RX bytes:7284052 (7.2 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7302246 (7.3 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7325648 (7.3 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7344828 (7.3 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7362638 (7.3 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7383188 (7.3 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7399698 (7.3 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7422988 (7.4 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7446278 (7.4 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7468304 (7.4 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7491664 (7.4 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7513926 (7.5 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7544408 (7.5 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7567698 (7.5 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7588318 (7.5 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7606128 (7.6 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7625308 (7.6 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7641748 (7.6 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7662298 (7.6 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7680214 (7.6 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7698024 (7.6 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7717204 (7.7 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7754194 (7.7 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7778854 (7.7 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7807624 (7.8 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7821666 (7.8 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7836736 (7.8 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7853176 (7.8 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7870986 (7.8 MB)  TX bytes:4246 (4.2 KB)
          RX bytes:7890272 (7.8 MB)  TX bytes:4246 (4.2 KB)
