          RX bytes:12954518 (12.9 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:12994248 (12.9 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13013428 (13.0 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13034118 (13.0 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13054668 (13.0 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13086520 (13.0 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13105700 (13.1 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13122140 (13.1 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13137210 (13.1 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13158102 (13.1 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13175912 (13.1 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13199202 (13.1 MB)  TX bytes:13182 (13.1 KB)
          RX bytes:13218488 (13.2 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13243490 (13.2 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13266780 (13.2 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13287330 (13.2 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13303770 (13.3 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13325690 (13.3 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13346240 (13.3 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13368160 (13.3 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13384600 (13.3 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13407890 (13.4 MB)  TX bytes:13316 (13.3 KB)
          RX bytes:13428482 (13.4 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13447662 (13.4 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13469924 (13.4 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13490474 (13.4 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13511024 (13.5 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13542534 (13.5 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13563084 (13.5 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13582264 (13.5 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13598704 (13.5 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13624734 (13.6 MB)  TX bytes:13358 (13.3 KB)
          RX bytes:13642992 (13.6 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13660802 (13.6 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13679982 (13.6 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13699162 (13.6 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13716972 (13.7 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13740262 (13.7 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13756702 (13.7 MB)  TX bytes:13492 (13.4 KB)
          RX bytes:13778622 (13.7 MB)  TX bytes:13492 (13.4 KB)
