          RX bytes:8319186 (8.3 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8342016 (8.3 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8369842 (8.3 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8401778 (8.4 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8429604 (8.4 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8457430 (8.4 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8481146 (8.4 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8503492 (8.5 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8528578 (8.5 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8553664 (8.5 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8589710 (8.5 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8612398 (8.6 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8645704 (8.6 MB)  TX bytes:9034 (9.0 KB)
          RX bytes:8672408 (8.6 MB)  TX bytes:9168 (9.1 KB)
          RX bytes:8697494 (8.6 MB)  TX bytes:9168 (9.1 KB)
          RX bytes:8723950 (8.7 MB)  TX bytes:9168 (9.1 KB)
          RX bytes:8748894 (8.7 MB)  TX bytes:9168 (9.1 KB)
          RX bytes:8778330 (8.7 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8802472 (8.8 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8827558 (8.8 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8857096 (8.8 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8884922 (8.8 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8916858 (8.9 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8939204 (8.9 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:8971140 (8.9 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9001706 (9.0 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9026792 (9.0 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9050508 (9.0 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9072854 (9.0 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9104790 (9.1 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9128648 (9.1 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9159214 (9.1 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9187040 (9.1 MB)  TX bytes:9266 (9.2 KB)
          RX bytes:9216342 (9.2 MB)  TX bytes:9400 (9.4 KB)
          RX bytes:9241570 (9.2 MB)  TX bytes:9400 (9.4 KB)
          RX bytes:9266656 (9.2 MB)  TX bytes:9400 (9.4 KB)
          RX bytes:9294482 (9.2 MB)  TX bytes:9400 (9.4 KB)
          RX bytes:9322378 (9.3 MB)  TX bytes:9400 (9.4 KB)
          RX bytes:9350404 (9.3 MB)  TX bytes:9400 (9.4 KB)
          RX bytes:9378372 (9.3 MB)  TX bytes:9400 (9.4 KB)
