          RX bytes:30346 (30.3 KB)  TX bytes:16320678 (16.3 MB)
          RX bytes:30346 (30.3 KB)  TX bytes:16358556 (16.3 MB)
          RX bytes:30688 (30.6 KB)  TX bytes:16410072 (16.4 MB)
          RX bytes:30688 (30.6 KB)  TX bytes:16467128 (16.4 MB)
          RX bytes:30688 (30.6 KB)  TX bytes:16518644 (16.5 MB)
          RX bytes:30688 (30.6 KB)  TX bytes:16566050 (16.5 MB)
          RX bytes:30688 (30.6 KB)  TX bytes:16607916 (16.6 MB)
          RX bytes:30688 (30.6 KB)  TX bytes:16647022 (16.6 MB)
          RX bytes:31030 (31.0 KB)  TX bytes:16693018 (16.6 MB)
          RX bytes:31030 (31.0 KB)  TX bytes:16734904 (16.7 MB)
          RX bytes:31030 (31.0 KB)  TX bytes:16801610 (16.8 MB)
          RX bytes:31030 (31.0 KB)  TX bytes:16840716 (16.8 MB)
          RX bytes:31030 (31.0 KB)  TX bytes:16903272 (16.9 MB)
          RX bytes:31298 (31.2 KB)  TX bytes:16948292 (16.9 MB)
          RX bytes:31640 (31.6 KB)  TX bytes:16992918 (16.9 MB)
          RX bytes:31640 (31.6 KB)  TX bytes:17040304 (17.0 MB)
          RX bytes:31640 (31.6 KB)  TX bytes:17086158 (17.0 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17136584 (17.1 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17178574 (17.1 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17224570 (17.2 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17276106 (17.2 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17326252 (17.3 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17383308 (17.3 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17422414 (17.4 MB)
          RX bytes:31836 (31.8 KB)  TX bytes:17482210 (17.4 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17536506 (17.5 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17579762 (17.5 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17621628 (17.6 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17660734 (17.6 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17719160 (17.7 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17761168 (17.7 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17815464 (17.8 MB)
          RX bytes:32178 (32.1 KB)  TX bytes:17865610 (17.8 MB)
          RX bytes:32446 (32.4 KB)  TX bytes:17918748 (17.9 MB)
          RX bytes:32446 (32.4 KB)  TX bytes:17962146 (17.9 MB)
          RX bytes:32788 (32.7 KB)  TX bytes:18008142 (18.0 MB)
          RX bytes:32788 (32.7 KB)  TX bytes:18056918 (18.0 MB)
          RX bytes:32788 (32.7 KB)  TX bytes:18107154 (18.1 MB)
          RX bytes:32788 (32.7 KB)  TX bytes:18157158 (18.1 MB)
          RX bytes:32788 (32.7 KB)  TX bytes:18206076 (18.2 MB)
