          RX bytes:39506 (39.5 KB)  TX bytes:25397408 (25.3 MB)
          RX bytes:39506 (39.5 KB)  TX bytes:25477448 (25.4 MB)
          RX bytes:39576 (39.5 KB)  TX bytes:25516088 (25.5 MB)
          RX bytes:39576 (39.5 KB)  TX bytes:25557488 (25.5 MB)
          RX bytes:39918 (39.9 KB)  TX bytes:25598888 (25.5 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25663738 (25.6 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25702378 (25.7 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25735498 (25.7 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25765858 (25.7 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25807258 (25.8 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25843138 (25.8 MB)
          RX bytes:40260 (40.2 KB)  TX bytes:25888668 (25.8 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:25928930 (25.9 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:25978610 (25.9 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26025530 (26.0 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26066930 (26.0 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26100050 (26.1 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26144210 (26.1 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26185610 (26.1 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26228380 (26.2 MB)
          RX bytes:40394 (40.3 KB)  TX bytes:26262890 (26.2 MB)
          RX bytes:40736 (40.7 KB)  TX bytes:26309810 (26.3 MB)
          RX bytes:40778 (40.7 KB)  TX bytes:26351314 (26.3 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26389954 (26.3 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26434114 (26.4 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26475514 (26.4 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26516914 (26.5 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26580394 (26.5 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26620404 (26.6 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26660434 (26.6 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26693554 (26.6 MB)
          RX bytes:41120 (41.1 KB)  TX bytes:26745994 (26.7 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:26780716 (26.7 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:26817986 (26.8 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:26856626 (26.8 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:26895266 (26.8 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:26929756 (26.9 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:26976676 (26.9 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:27011186 (27.0 MB)
          RX bytes:41254 (41.2 KB)  TX bytes:27055346 (27.0 MB)
